Review_Date,Author,Rating,Review_Title,Review,Review_Url
28 March 2020,Kirpianuscus,," poetic
","A great film about loneliness. Splendid performance of Joaquin Phoenix. And pure poetry. Admirable poem about isolation, need of other, social surogate and , off course, freedom. Its basic virtue - the proposed questions creating perfect atmosphere , becoming inspired challenges to discover new perspectives.",/review/rw8499760/?ref_=tt_urv
17 October 2020,deanocware,7," This is not a love story
","While I enjoy this movie for what it is, I simply have to disagree with all of those who portray this movie as some beautiful love story. This movie is about love, but it is not a love story. Without giving away any spoilers, if you want to understand the movie pay attention to the very last act of the main character when the movie ends. The movie is about relationships and how difficult human relationships especially can be. However in the end because we are human those are the only relationships we can truly have - are with each other - and the hurt and vulnerability and sometimes pain that come with them is simply something we have to accept. And no matter how much you love or care for a person sometimes it just doesn't work out. However that does not mean that you did not love or care for that person and to a certain extent will always. This is what the main character realizes and comes to understand at the end of the movie.",/review/rw8499760/?ref_=tt_urv
17 April 2018,enginozdil,10," Unique
","Another movie that i say ""i should've watched before"". Intense romantic drama. Fascinating portrait of loneliness in a post-digital world. Amazingly original screenplay, concept, musics, especially colors and performance from Joaquin Phoenix. This made me stay with myself after the credits have finished, i found myself reflecting on my own life and relationships.",/review/rw8499760/?ref_=tt_urv
2 November 2014,A_Different_Drummer,8," ""The Heart is Not Like a Box"" (dialog)
",Fairly rare one of a kind film.,/review/rw8499760/?ref_=tt_urv
25 March 2014,planktonrules,9," Not a movie for the kids, but very insightful and rather sad.
","""Her"" is a film set in the very, very near future. Theodore (Joaquin Phoenix) is a very lonely and emotionally constricted man. He's getting a divorce and seems very isolated--even though he lives in a huge city. One day, he decides to upgrade to a new hyper-intelligent operating system--one that claims to have a real personality. Well, it turns out to be so and then some. In fact, the computer OS, Samantha (Scarlett Johansson), is like a person in so many ways that soon it becomes all- important to Theodore and eventually it's his girlfriend. Where all this goes is a very slow journey, but it's also quite beautiful.",/review/rw8499760/?ref_=tt_urv
18 December 2013,jdesando,," Cyber romance with hearty humanity.
","""It has become appallingly obvious that our technology has exceeded our humanity."" Albert Einstein",/review/rw8499760/?ref_=tt_urv
12 October 2013,ClaytonDavis,10," Just about the best thing you can see in 2013...
","Talk about closing with a bang. Spike Jonze's long-awaited original film about a writer that falls in love with his operating system is not only the best film to play at this year's New York Film Festival; it very well could be the very best film of the year. ""Her"" is the finest writing and directorial endeavor of Spike Jonze's career. And then there's the towering and crowning work of Academy Award nominee Joaquin Phoenix who proves once again, he's the finest actor working today, hands down. You can't find a more dynamic and compelling story about the human connection and where we're headed as a society.",/review/rw8499760/?ref_=tt_urv
8 June 2014,claudio_carvalho,9," But in the End, We Are Still Humans
","In a near future, the lonely Theodore (Joaquin Phoenix) works writing beautiful handwritten letters in a company and he is divorcing of his wife Catherine (Rooney Mara). In his leisure time, he usually recalls the good moments of his life with Catherine and likes to play a new video game. His best friend is his neighbor Amy (Amy Adams), who is married with Charles (Matt Letscher). ",/review/rw8499760/?ref_=tt_urv
21 December 2013,BillK,9," In a word, brilliant
",Science fiction has been dominated by 'space westerns' for so long that the occasional concept- based story situation hits a big number on my personal richter scale. ,/review/rw8499760/?ref_=tt_urv
4 January 2014,Frank-E-Hickey,10," I love everything about Her
","This is the best film I have seen all year, and I saw just about every good film to hit theaters in 2013. I think it's because it is so representational of what it's like to be human.",/review/rw8499760/?ref_=tt_urv
29 July 2018,nogodnomasters,10," THE PAST IS JUST A STORY WE TELL OURSELVES
","Theodore Twombly (Joaquin Phoenix) composes beautifully hand written letters for a living. He is lost in his work and world of futuristic electronic gadgets. His wife (Rooney Mara) has filed for divorce. He buys the next best thing in computers, an operating system that thinks for itself. At this point the weird sets in as Theodore develops a strong emotional attachment for his OS Samantha (Scarlett Johansson) as does Samantha for him.",/review/rw8499760/?ref_=tt_urv
31 December 2013,oh_no_mrbill,6," Difficult to rate
","First of all, I want to list the positives in this movie, because there are several. The concept of falling in love with an AI is a great one. The cinematography and use of color in ""Her"" is really beautiful. The acting is uniformly good. Particularly Amy Adams, who plays an understated role as a nerdy girl next door who may have feelings for Theodore; despite a relatively quiet part, she completely inhabits Amy, making her feel like an actual person. Joaquin Phoenix does a great job (as usual) with Theodore, and Scarlett Johanson makes you believe she really is a computer with a heart. But I wanted to highlight Adams's performance; especially alongside her much larger role in American Hustle, she deserves a few big wins this year.",/review/rw8499760/?ref_=tt_urv
15 January 2014,Michael_Elliott,," Sorry but I Just Couldn't Connect With It
",Her (2013),/review/rw8499760/?ref_=tt_urv
18 November 2020,mbhgkmsgg,10," Her
","Well, I wasn't prepared for that. Her is such a haunting and intimate look into loneliness and sorrow, and happiness and love. It's a film that anyone who has ever felt lonely or heartbroken will immediately relate to. But it's also an incredibly personal experience.",/review/rw8499760/?ref_=tt_urv
13 April 2016,Jared_Andrews,9," Her teaches you to look at love in a beautiful new way
","This movie will make you look at the world in amazing new ways. Can a man love a computer? Can a computer love a man? After experiencing this endlessly beautiful romantic triumph, one can only answer yes to both questions.",/review/rw8499760/?ref_=tt_urv
3 August 2016,TheLittleSongbird,9," Magical, if polarising, film-making
","Granted, 'Her' is not for everybody, likewise with Spike Jonze films in general, people may find the slow pacing a turn off and the premise while unlike any other premise is weird and may be ridiculous for many.",/review/rw8499760/?ref_=tt_urv
15 September 2014,Horst_In_Translation,8," Oozes wit and creativity
","I am really a huge fan of Joaquin Phoenix and (slightly less) Scarlett Johansson, but from Spike Jonze I had only seen ""Where the Wild Things Are"", which left me unimpressed, and the short film he made with Andrew Garfield, which was okay. So I was curious about how much I would like ""Her"". I was not disappointed at all. Phonenix is the movie. If you like him, you will have a great time here with his character Theodore. I thought he was even better than in last year's ""The Master"".",/review/rw8499760/?ref_=tt_urv
20 November 2013,generationfilm,9," Her- Spike Jonze's Prophetic Reflection on Social Isolation and the Dependency on Evolving Technologies is as Sweet as it is Disconcerting
","At the heart of every truly great science-fiction film there is an emphasis on character that aims to reflect on some element of the human condition usually intended to open our minds to thought provoking predictions or eerily warn of an impending reality. We've seen numerous examples of these contemplative films throughout the very existence of cinema stemming all the way back to Fritz Lang's haunting futuristic piece Metropolis and has inspired countless others in its thoughtful wake as seen in memorable cinematic creations such as Ridley Scott's Blade Runner, Andrei Tarkovsky's Stalker, and even Duncan Jones' Moon. Never to be a director to back away from experimental presentation or psychological study, Spike Jonze's Her fully embraces this reflective science-fiction quality by peering into the deep sociable aspects of the human psyche giving us more of a prophetical reality than a fictional reflection. In his latest film Jonze creates a disconcerting yet equally endearing romance between a secluded depressive and his female operating system with an evolving consciousness, basically a HAL-9000 homage from Stanley Kubrick's 2001: A Space Odyssey, that brings to light a commentary on our dependency of programmed living and our need to maintain sociability when direct communication avenues have been stricken from life's normality. Rarely do ambitious films meet idyllically with their inquisitive potential, but Jonze has fashioned a delicately profound science-fiction contemplation that is depicted through the thoughtfulness of character alone that brims with wry humor, authentic pain, and charming revelation. Through the use of beautiful cinematography, impeccable production design, and subtle yet evocative performances, Her becomes a multilayered film experience where its character study of an isolated man afraid to become vulnerable again blends harmoniously with a truly unconventional yet naturally heartfelt romance. Jonze's affinity and ambition for presenting psychological challenges, as he has done before with Being John Malkovich, Adaptation, and especially in Where the Wild Things Are, finally collides with emotionally piercing conveyance within Her making it as thought provoking and as it is undeniably sweet. If the sole purpose of the science-fiction genre is to expound on societal, moral, and deeply psychological aspects of our human condition than Her fits soundly within that genre's capabilities by capturing our condition's essential need for sociability and love uncomfortably linking it with our antisocial dependency on technology.",/review/rw8499760/?ref_=tt_urv
27 December 2013,cultfilmfreaksdotcom,1," Worse Than A Virus
","Back when THE TWILIGHT ZONE episode TO AGNES WITH LOVE showed antisocial, lust- burdened geek Wally Cox falling hard for his female-voiced computer, it probably seemed pretty bizarre since office-sized computers weren't exactly a commodity...",/review/rw8499760/?ref_=tt_urv
12 January 2014,Danusha_Goska,1," So Bad It Strains Language to Describe. But Casey Storm's Costumes Show Creativity
","""Her"" 2013 is so bad communicating how bad it is strains my abilities as a reviewer. Sometimes we say, ""If you've seen the trailer, you've seen the best bits of the movie."" With ""Her,"" if you've seen the movie's poster, you've seen the movie. ""Her"" consists of shots of Joaquin Phoenix's face as he talks to ""Samantha,"" the operating system of his computer, and Samantha, voiced by Scarlett Johansson, responds. ",/review/rw8499760/?ref_=tt_urv
16 December 2013,antesdespues,9," HER - a visually beautiful ode the technological age
","Spike Jonze's latest feature 'Her', set in the not-too-distant future, tells the story of Theodore Twombly (Phoenix) who finds himself falling in love with 'Samantha', an advanced operating system voiced by the sultry Scarlett Johansson. It is clear to see why this film was chosen by the National Board of Review as the best film of 2013: the visual style and extensive use of pastel colours is a triumph in itself, and the acting, editing, costumes and screenplay are all worthy of recognition.",/review/rw8499760/?ref_=tt_urv
31 December 2017,mocaler,10," Multilayered science fiction
","I recently watched Her for the 3rd time. I really like this movie. It's the kind of movie which goes beyond just watching it. It generates thoughts and feelings which last awhile. It has a fabulous aftertaste, in a manner of speaking. I want to savor it for a time after each viewing. Even the seemingly off putting letter writing as a business thing acts as a kind of commentary. Overall, I found the script and acting almost musical. Speaking of music, I thought that they did a really good job with matching the soundtrack to the events in the movie.",/review/rw8499760/?ref_=tt_urv
30 August 2015,StoryArchitect,8," THE SYMBOLIC TRIANGLE (""Her"" isn't who you think she is.)
",All I'd heard about HER was that it was about a man who gets romantically involved with a digital girlfriend. But that isn't what the story is really about.,/review/rw8499760/?ref_=tt_urv
16 January 2018,looped_infinity,10," It's all I ever wanted
","Okay let's get something straight: There is nothing I love more than badass, exhilarating movies! The Joker performing his little pencil magic trick, Indiana Jones dodging traps and swinging his lion-taming whip at enemies, the bride in kill bill punching her way out of a closed coffin with her bare hands, John McClane single-handedly annihilating an airplane in mid-air while exclaiming the best one-liner known to mankind and I could go on and on...",/review/rw8499760/?ref_=tt_urv
