Review_Date,Author,Rating,Review_Title,Review,Review_Url
15 June 2021,Entertainmentsparadise,2," Missed me like a brick!
","A basketball player faces the challenges of family, love and his pursuit of NBA dreams.",/review/rw6974893/?ref_=tt_urv
17 May 2021,tsroque,5," Had High Hopes
","I had such high hopes for this film. I seriously don't think basketball scholarships are the #1 issue for Asian families. Would have been more believable if the parents were against Boogie's dream to play ball, but instead, Boogie was just a good player...not the best with family struggles.",/review/rw6974893/?ref_=tt_urv
29 March 2021,sue-534,6," Lead actor and actress too old to play High School kids.
","I thought the story was very good and it kept me interested. I like sports movies in general and movies from and about lots of other cultures. I had two issues with this movie: The actor and actress who played Boogie and Eleanor are 28 and 30 years old and didn't look like H. S. kids at all - not even close. The 2nd issue was with the ending and all the closeups of the eyes, I thought it was overdone.",/review/rw6974893/?ref_=tt_urv
6 April 2021,Gordon-11,," Engaging
",This film tells a story that is best understood under a lens of an understanding of the Chinese culture. It is an engaging story.,/review/rw6974893/?ref_=tt_urv
11 March 2021,iboso64,3," Dreadful and dull = Dreadfully dull
","The camera crew knew what they were doing. It's well-shot, I'll give it that much. The writing it bad, the direction is bad. I'm assuming Eddie Huang either has money, or knows people with money, because that's the only way slop like this gets financed. The lead is sullen, almost everyone is unappealing, and there's zero tension. Even the clichéd final game lacks any sort of suspense. It's clear that the only reason this got a theatrical release is the pandemic has made theaters desperate for product and better films still want to make some money, so they're waiting. This is filler. Wait for it to show on some streaming service, then skip it.",/review/rw6974893/?ref_=tt_urv
1 December 2021,shoeis,1," Zzzz
","The basketball scenes were terrible, the outdoor basketball rims were barely nine foot to allow the actors to dunk. The main characters are supposed to be high school age yet they look like they are late 20's at best. The love story was a joke. Boogie says he loves her, but he has or shows no passion for the girl, or for anything else other than complaining or sulking. Very disappointing.",/review/rw6974893/?ref_=tt_urv
29 March 2021,ilikemovies2323,7," Could've been better. Could've been much worse.
","While for the most part Boogie may seem like a tonally confused, mess of a film, I find it to be more or less saved by its incredible amount of passion, great characters, and the few good actors that portray them. Especially Taylour Paige whose performance is as good if not better than her's in Ma Rainey's Black Bottom. Can't wait for Zola.",/review/rw6974893/?ref_=tt_urv
13 March 2021,Eggoreluckadman,7," Good coming of age movie
","Exactly what you expect in a coming of age film but with the style and substance of asian culture and director Eddie Huang's perspective. Good performances as well from the entire cast. Only issue I had was the ending felt anticlimactic and a very ""Hollywood"" ending",/review/rw6974893/?ref_=tt_urv
26 March 2021,sheriefryan,5," Definitely had its moments, but shallowness of the plotline made the film end up being average.
","I was excited to see this film, what attracted it to me was seeing Pop Smoke on the trailer but learning the story and seeing how climatic the trailer was especially about the story and the life of a Basketball player challenging Asian stereotypes to be just mathematicians or restaurant owners etc... and actually taking up a sport mostly dominated in America by anyone but Asians. I especially enjoyed seeing a contemporary Asian narrative (in this case, Chinese) because of their underrepresentation in the media. On the one hand I really liked Boogie's father who was hard and tough on Boogie but was always supportive, despite the challenges he is facing as a father and a husband, while being on parole. I love the support he showed towards his son. However I feel like the rivalry between Monk and Boogie should have been explored better, especially considering how they have both been with the same woman, Boogie's challenges knowing that the one person who he sees as a threat especially in the sport which is mostly his entire livelihood has laid with the person he loves. And also the girlfriend showing her independence and taking the step to make sure that their relationship doesn't fall apart. Monk barely appeared in the story, and could have played more of a prominent role altogether. All of this was filmed months before Pop Smoke passed away, so there is no excuse.",/review/rw6974893/?ref_=tt_urv
27 March 2021,Mary_Crewe,6," Things I have not seen before....
",....with Asian actors (at least not very often).,/review/rw6974893/?ref_=tt_urv
