Review_Date,Author,Rating,Review_Title,Review,Review_Url
27 October 2011,blanche-2,9," Closure comes in many forms
","Jason Isaacs stars as detective Jackson Brodie in ""Case Histories,"" which is a miniseries filmed in Edinburgh. Brodie works on several cases at once. This episode concerned a child who disappeared 30 years earlier, a young woman who was murdered years earlier, a woman engaged to be married attempting to find her niece, plus he's helping a paranoid old woman who never pays him. And her nephew is after him to stop. Divorced, Brodie often takes his daughter on cases when he has visitations, and she's quick to tell her mother, ""Dad beat up a man,"" and things of that nature when she gets home.",/review/rw5666260/?ref_=tt_urv
18 August 2011,robert-temple-1,," A fabulous mini-series, makes totally riveting viewing
","Jason Isaacs says he hates detective series, and yet he has proved in this BBC mini-series that he is one of the best detectives ever cast in a film. He has all the human qualities that so many of them lack, and his well-rounded portrayal is a triumph, in lifting detective stories onto a higher plane. It is impossible to praise Isaacs highly enough for his superb realisation of this sympathetic character who just happens, as a disgraced ex-policeman, to have taken up work as a detective. The setting is the beautiful city of Edinburgh, exploited visually to the full. Edinburgh is above all the British city with the most magnificent vistas of them all, surpassing even Bath in that respect. The mini-series is based on some novels by a prize-winning Edinburgh-based writer named Kate Atkinson. This explains the fantastically complex and interweaving plots of the films, which go far beyond the normal intricacies of even the most elaborate scripts. The rich tapestry which is thus woven is satisfying in a way that so much of television is not. This mini-series is thus an exemplar of what those of us concerned with quality should all hope for. Three different directors (Marc Jobst, Bill Anderson, and Dan Zeff) helm the three double-episodes, and are uniformly excellent. The series was 'devised for television by Ashley Pharoah', who although he seemingly can't spell 'pharaoh' properly, is a well-known figure in British and American television. The supporting performances in these tangled tales are all excellent. Two of the most charming are by the child actress Millie Innes, who is as winsome as they come and plays the daughter of Isaacs, and the teenager Gwyneth Keyworth, who plays a fascinating waif in the final story. Fenella Woolgar is, as usual, compulsively watchable in a harrowing character role, and Natasha Little as her glamorous sister manages to add extra twinkle and sparkle to a character who might have been flat in the script but got proper three dimensions in her portrayal. Amanda Abbington is excellent as the police woman with a love/hate relationship with Isaacs, and once again a part which might have been hackneyed comes alive as a rounded individual at her hands.",/review/rw5666260/?ref_=tt_urv
8 January 2012,bbewnylorac,10," Another superb Ashley Pharoah production
","I have just finished watching Case Histories on DVD and I can't fault it. It's just superb television. I have read all the Kate Atkinson books and Jason Isaacs is perfect to play Jackson Brodie, and all the other actors and characterisations are offbeat without being too wacky - i.e. they have real depth to them. It's amazing that the series portrays so much violence and bleakness and yet you still love it and cheer on the good guys. And the good guys aren't perfect. I might have known that Ashley Pharoah was the screenwriter: Life on Mars which he co-created is one of my all time favourite TV series. Edinburgh and rural Scotland makes for a fantastic backdrop, and Atkinson's intricate plots are executed with superb clarity and yet not losing their great heart. Congratulations to everyone behind the series: bring on season 2!",/review/rw5666260/?ref_=tt_urv
27 May 2017,barryrd,9," Jackson Brodie character at the heart of this show
","This series is one I highly recommend for those who like the style of a modern British mystery. The character of Jackson Brodie, played by Jason Isaacs, gives the series a tenacious detective scarred by a troubled past. Brodie's past comes out in a series of flashbacks that drive him to jump into ice cold water hoping to save a life or make that final push when finishing a run. Family deaths, divorce and his love for daughter Marlee keep him well-grounded and not lacking in compassion. Brodie is spurred by a strong desire to help people as well as bring wrongdoers to heel. He doesn't talk much but listens carefully. He is smart and is quick to make shrewd observations and deductions. His cases range from finding the truth behind a long-cold case to repeatedly hunting down the beloved cat of an elderly pet lover who never pays her bills. It's hard not to like him but his ex-wife, former boss and secretary are all too eager to point out his faults. His impulses result from a soft heart and an impatience to help, putting him in hard luck situations. Daughter Marlee is his real love and spending time with her is his main satisfaction in life. He and Marlee practise French together or drive off to a convent where he investigates one of the nuns. Amanda Abbington plays his former boss with a soft spot for him and one can sense the two might become a couple. I guess we can only imagine. The series ran for nine episodes and one can see that the Brodie character might have worn thin if the story continued and never came to grips with the issues that defined his life. No matter. The series is still great viewing for the nine episodes that are on tap.",/review/rw5666260/?ref_=tt_urv
22 February 2013,Rupert17,9," Clever series about fate and coincidence based on the books of Kate Atkinson
",Jason Brodie is a private investigator whose goal in life is to bring closure to lives on hold. His own sad past is the springboard from which he throws himself - sometimes reluctantly - into the problem of others.,/review/rw5666260/?ref_=tt_urv
23 June 2011,batmancox,9," Great new series
",Another great new British detective mystery series. Isaacs is an excellent lead figure - though it took me awhile to realise that he was Lucius Malfoy.It's not the type of series that explains every detail in case you missed it but lures you into guessing what will happen next.,/review/rw5666260/?ref_=tt_urv
21 June 2011,Tweekums,7," Reasonable new crime drama
","As I enjoy crime dramas and think Jason Isaacs is a pretty good actor I had to check this series out. Sadly it wasn't as good as I'd hoped; that isn't to say it was terrible; just rather average although I think it improved as the series progressed. Jason Isaacs did a good job as ex-cop private investigator Jackson Brodie who, as well as solving cases, has to deal with the fact that his ex-wife is about to emigrate to New Zealand with their daughter Marlee. This was rather unfortunate as it provided an unnecessary distraction and the scenes with Jackson and Marlee in the opening story were some of the most entertaining; every time he took her out he ended up doing something to do with his case which Marlee enjoyed but her mother did not approve of. Each story started with him investigating fairly trivial crimes such as looking for a missing cat or trying to find out if a man's wife was unfaithful but ended up with him investigating murders. He was always at just the wrong place; nobody can be as unlucky as Jackson; he goes for a jog by the sea and finds a body in the water; he breaks down and while walking along the road in nearly hit by an old woman who then crashes onto a railway line only to by hit by a train which puts him in hospital! ",/review/rw5666260/?ref_=tt_urv
2 November 2011,leafy-2,10," We loved this, will there be more? Please? More?
","This is a beyond good series. I had not read her books, but will now. The stories are edge of the seat as well as being sad and funny. The settings are beautiful or interesting and the characters are complex. I don't agree with any of the criticism,my husband and I were mesmerized. We turned on the closed captioning so as not to miss a word of dialogue. I am now motivated to see the Harry Potter movies, just for Jason Isaacs. I never fail to be amazed at the over the top talent of the British ,it is so refreshing to watch actors that are not Hollywood, and look like real people. This is as good as Luther. Seriously.",/review/rw5666260/?ref_=tt_urv
11 March 2018,fannyvanelewijck,9," Will there be more?
",I recently discovered this series and I love it. I also love watching Jason Isaacs playing a good guy. I really hope there will be more of this.,/review/rw5666260/?ref_=tt_urv
2 May 2020,pnpete9,10," A Scottish Gem
",Simply can't fault this excellent crime drama. As is often the case it's strength lies with a very strong cast of fine Scottish actors who give it their all. Along with good script and credible stories this really is a gem of a series. Sadly nothing is produced of this calibre by the BBC any longer.,/review/rw5666260/?ref_=tt_urv
