Review_Date,Author,Rating,Review_Title,Review,Review_Url
3 October 2020,WatchAndSmile,10," Impossible to dislike!
","This show is amazing and sucks you in from the 1st episode. All characters are very unique and interesting and you come to like them all. Witty humor, smart dialogs and great script just keep it going.
It's one of my favorite shows and I wish there would be more seasons as so far there are only 2.",/review/rw7321249/?ref_=tt_urv
30 October 2019,nowego,9," A laugh a minute
",I was lucky enough to be able to binge watch all 6 episodes of the first series. The only disappointment was that there were only 6 episodes.,/review/rw7321249/?ref_=tt_urv
9 March 2021,nkishudak,10," Bloody Brilliant
","Lovable characters, funny situations. Such a great show! Well done!",/review/rw7321249/?ref_=tt_urv
17 April 2019,Sleepin_Dragon,7," Totally enjoyable family fun.
","For me the fact that people are likening this to a seventies comedy series is good, a decade that brought us sitcoms that were actually funny, unlike most of what's produced nowadays. It is very much a mix of Rentaghost, Horrible Histories and from what I recall a show called Shadows.",/review/rw7321249/?ref_=tt_urv
8 May 2021,andymhancock,9," Surprised by all the negative reviews
","I thought it was entertaining. I couldn't understand the negative reviews. They compared it to other shows, but not ones I'm familiar with. Perhaps my bar is low, but if so, I am blissfully unaware of it.",/review/rw7321249/?ref_=tt_urv
8 December 2021,IonicBreezeMachine,10," One of my favorite TV comedies of recent years
","A young married couple, Alison (Charlotte Ritchie) and Mike (Kiell Smith-Bynoe), inherit a large countryside estate called Button House following the death of a distant great aunt on Alison's side of the family. However unbeknownst to the two, Button house is filled with all manner of ghosts ranging from pre-civilization cavemen to lecherous Members of Parliament who died in compromising fashion who are none too happy with the couple's intentions of turning Button House into a Bed & Breakfast and disturbing their peace and solitude. After Alison is push from a window by one of the ghosts and suffers massive head trauma, Alison finds she's able to see the Ghosts which leads to all manner of complications as Alison and Mike try to live side by side with the ghosts with comic friction aplenty.",/review/rw7321249/?ref_=tt_urv
12 December 2020,cherold,8," hilarious and goofy
","I loved this series about a young couple dealing with a mansion haunted by quirky ghosts from the start. It's so funny, and the actors do a great job in their eccentric roles. Me and my girlfriend binged through the first two season in no time and are eagerly awaiting the third. Hopefully in that one they'll finally give us Kitty's backstory!",/review/rw7321249/?ref_=tt_urv
1 September 2019,lyninbyron,10," BRILLIANT FUNNY QUIRKY FRESH ORIGINAL & VERY VERY ENTERTAINING !
","Absolutely captured me from the beginning, loved it!
I very rarely find what is packaged ""comedy"" to raise even a small titter out of me these days but Ghosts .....Haaa Haaa haaa. I was yukking it up and now I'm really sad it's finished. More please, and hurry up.
Congratulations to all involved. You are brilliantly talented !",/review/rw7321249/?ref_=tt_urv
14 May 2019,firballblaze-69689,9," This show is hilarious!
","So much better than American comedy. And yes I am American, but I hate crap like Seinfeld etc. this is actual comedy. Robin had me rolling LOL
This is well worth the watch. and as lurchjones stated, ""Ignore the sniffy reviews"" they all have sticks up their a$$es",/review/rw7321249/?ref_=tt_urv
27 May 2019,browndog181,8," Please keep this series alive
","If you like the classic good British humour, then this is worth watching.
Well directed, acted and produced.",/review/rw7321249/?ref_=tt_urv
28 April 2019,lurchjones,10," Ignore the sniffy reviews
",Passed the 6 laugh test easily in both episodes. My family and I are Horrible History fans and was made up with their latest artistic outing. Really funny enjoyable show.,/review/rw7321249/?ref_=tt_urv
16 April 2019,Jumbajookiba,10," Brilliant fun.
",Best new BBC comedy since Car Share. The Horrible Histories team have come up with an original and very funny comedy. Just what I needed after watching two episodes of the hyped up 'Fleabag' which is as funny as being charged £12 for a sandwich.,/review/rw7321249/?ref_=tt_urv
