Review_Date,Author,Rating,Review_Title,Review,Review_Url
2 September 2018,musiqliblessed,9," Excellent storytelling!
",I was just utterly entertained and delighted by this film. Because it was just SO well done.,/review/rw5955349/?ref_=tt_urv
10 September 2018,Jared_Andrews,8," Best Yet of the ""Computer-Screen"" Movies
","A story told entirely through a character's laptop screen - it's an increasingly popular gimmick that's now been done enough times that it can no longer be called fresh. But, thankfully, this is best execution of the style to date. Aneesh Chaganty dazzles in his directorial debut, displaying a mastery of the medium, crafting a compelling film narrative told entirely through someone's laptop activity. ",/review/rw5955349/?ref_=tt_urv
27 August 2018,littlemankazoo,8," Extremely well-done!
","For all the people who ever tried (And failed) to make a compelling thriller about the internet, from ""Unfriended"" to ""Megan Is Missing"", I have news for you:",/review/rw5955349/?ref_=tt_urv
24 November 2018,Platypuschow,9," Searching: I'm not crying you're crying
","When Searching was initially annouced I was excited, a John Cho straight role and in that unique presentation style? Count me in, this was on paper destined to be something special.",/review/rw5955349/?ref_=tt_urv
12 August 2018,martimusross,10," The Suspense Built and Built
","It started slowly as the characters were revealed and like Nordic Noir the narrative drive was the meticulous investigation on the internet. For those on social media this was brilliant for those more technologically naive this was a bore. The silence and mouse clicks let to the suspense for me others thought it made the movie slow. The acting was brilliant and you felt his pain and frustration. A really great movie with an unexpected twist, I loved it.",/review/rw5955349/?ref_=tt_urv
24 June 2018,Red-Barracuda,8," Highly original and compelling thriller
","This is a thriller which can certainly be accurately described as original. It takes a fairly typical suspense story about a recently widowed father whose daughter vanishes one night and presents it in a most unique way. The whole film plays out on the computer screen via programs such as Facetime, iMessage, Gmail, Tumblr, Facebook, etc. In this way, it reflects the reality that so many people now live, given that so many nowadays are literally never off their devices. In this way, the film is completely relevant and taps into a scenario most will be able to clearly identify with. The conceit is also terrific in that it accentuates the mystery element of the story, where we stumble upon clues via the various social media platforms. The very limitations of the set-up ultimately amplify the material and take it to another level. I found it to be one of the most original, gripping and compelling thrillers I have seen in quite a while. Lead actor John Cho must be credited too with giving a strong central performance as the grieving father, with some good additional work from Debra Messing as the detective assigned to the case. All-in-all, a fantastic bit of work.",/review/rw5955349/?ref_=tt_urv
2 June 2019,shakercoola,7," A journey into the jungle of digital footprints
","An American mystery thriller. A story about a father trying to find his missing 16-year-old daughter with the help of a police detective. The film is set entirely on computer screens and smartphones devices which provides the medium by which the lead character conducts his investigations online and seemingly live.
The timely premise of the dangers of online behaviour and associated social media reaction - perverted or genuine - to criminal events gives this film a fresh feel. This film is not an entirely new format of storytelling but the race against time story works well and is well paced and succinct and produces good tension throughout.",/review/rw5955349/?ref_=tt_urv
28 June 2018,Brandon_Walker_Robinson,9," Innovative and groundbreaking for being GOOD at what it does
","The word ""gimmick"" can be thrown around to describe a major element of a film that changes up the ordinary tropes we'd expect from a rather straightforward flick. There is 3D, timeline splicing, animation, found footage, you name it. Some films almost even fall into these places as a genre. When they do, you get the inkling that the people responsible for thinking up the movie likely have these elements in mind at the forefront with the story as an afterthought. Only when that occurs do I call those elements gimmicky. And it's not that a gimmick is a bad thing, but if that is what you rely on to make your story compelling, it will often become a crutch for poor storytelling or one-and-done enjoyment. Sometimes it is done right, in which case the gimmick works... but most of the time it has that negative connotation for good reason.",/review/rw5955349/?ref_=tt_urv
26 September 2018,ymyuseda,8," Excellent Actor And Actrees In This Film
","Rating 8.3/10
Excellent thriller film directed by Aneesh Chaganty and written by Chaganty & Sev Ohanian. The seriousness of a father trying to find his missing 16-Year-Old daughter with the help of a police eetective. This film will make you wonder what will happen for next plot. Excellent acting performance by John Cho. The moral of the story is do not trust to anyone, if not will be disappointing you. Worth to watch !!",/review/rw5955349/?ref_=tt_urv
31 August 2018,yajaira2132,10," Edge of Your Seat Thriller
","It's the number of people sitting at the edge of their seat that makes the score a 10/10. It's like riding a rollercoaster whose incline never ceased. Your pulse is pounding and it's well worth the ending, which no one in my group figured out. ",/review/rw5955349/?ref_=tt_urv
19 August 2018,bob-the-movie-man,10," A phenomenally intriguing social media-focused movie.
","There have been many movies that have featured computing and, more specifically, social media at their heart. Some these have used the device of the view ""from the screen"": 2016's entertaining ""Nerve"" had elements of this, with the majority of the rest of the film being 'augmented reality' over the video. But it was 2014's teen-horror ""Unfriended"" that set a new bar being seen entirely through a computer screen. No surprise then that the producer of that one - Timur Bekmambetov - is also behind ""Searching"". For - although taking a few liberties with news vidoes, that may or may not be showing on Youtube - the whole film is shot through computer screens. ",/review/rw5955349/?ref_=tt_urv
19 August 2018,stuartwoodley-58722,9," Get ready for twists turns and tears!
","Amazing thriller- twists and turns. Just when you think the ending is too neat- there's another twist and another.
Had me crying in the first 5 minutes and sobbing at the end. 
Original and gripping.
This film is gonna be huge!",/review/rw5955349/?ref_=tt_urv
22 March 2019,Mike_Devine,6," A case of real-world horror for a social world
","At first glance, 'Searching' could be written off as a cheap fad of a movie - one that uses gimmicks to suck viewers in so they can feel like they're voyeurs peering into another family's misfortune in this age of social media. While this may be true, there are also some elements of the film that don't feel too exploitive.",/review/rw5955349/?ref_=tt_urv
