Review_Date,Author,Rating,Review_Title,Review,Review_Url
4 January 2023,cardsrock,8," Excess is the name of the game
","Whether it be orgies, showcasing various bodily fluids, plot threads, or the runtime of the film, Damien Chazelle is fully unrestrained in his latest film. La La Land and Whiplash are some of my favorite films and I'm a big fan of Chazelle's directorial style. He shows flashes of that brilliance often throughout Babylon, but does indulge in his most extreme tendencies as well in this modern Hollywood epic.",/review/rw8836469/?ref_=tt_urv
29 December 2022,CANpatbuck3664,8," Babylon is Destined for Polarizing Feedback but It's a Bumping and Crazy Party for Better or Worse
","After an ""interesting"" opening scene about our main character Manny (Diego Calva) trying to get an elephant up to a party in Bel-Air, Babylon floors the gas pedal and barely comes up for air for the rest of the run time. I wanted to credit Damien Chazelle and his team for providing a unique experience in regards to pacing, setting and tone. The expression ""fever dream"" is overused but Babylon is captured in such a chaotic and constantly shifting way that kept me enraptured. The movie looks fantastic and even if you don't have an interest in this period of cinema, I don't doubt that Babylon will still pull you in. The costuming and sets are dynamic and show how disorganized and tumultuous early Hollywood was. I was hooked from the get-go and for all the movie's flaws, its presentation is vibrant and fast-moving to keep help you entertained.",/review/rw8836469/?ref_=tt_urv
1 February 2023,DeadMansTrousers,4," Overindulgence doesn't make a good movie
","So many reviews praise this film for the level of ""debauchery"" shown in it or the devotion the actors gave to said debauchery. But just because you have the willingness to fill your film with an over excess of sex, drugs, violence, and human bodily fluids doesn't mean you have a good film. This movie feels like it goes on forever and has endless character who serve no real purpose to progressing the story. At the core there is a decent plot but it falls apart and some of the scenes feel like they were written by a teenage boy imagining what his ideal ""fantasy"" would play out like. This movie will easily become a cult classic just for how vulgar it is.",/review/rw8836469/?ref_=tt_urv
27 January 2023,davidgee,3," I'm with the elephant!
","In the opening scene of BABYLON an elephant on a pick-up empties its bowels over one of its handlers. This, I'm sorry to say, sets the tone for much of what follows. This is a long movie - three hours, much of which is crap.",/review/rw8836469/?ref_=tt_urv
25 December 2022,nicolasroop,4," Over-indulgent, bloated and, ultimately, pointless!
","My main takeaway when I left the theater this evening after watching this film, was that it was far too long and had probably one storyline too many to make this movie fly, but instead after the first act, it drags, and drags, and drags.",/review/rw8836469/?ref_=tt_urv
23 December 2022,drownsoda90,8," A scabrous, ambitious, Ken Russell-esque love (and hate) letter to cinema
","""Babylon"" tracks the career of Manny Torres, an aspiring filmmaker from Mexico who crosses paths with fellow aspiring starlet Nelly LaRoy at a bacchanalian party one night in 1920s Los Angeles. The film also follows several other characters at the same party, including movie star Jack Conrad, cabaret performer Fay Zhu, tabloid journalist Elinor St. John, and musician Sidney Palmer, as each rise and fall in their respective careers spanning the end of silent films and the beginning of sound productions; each of the characters cross paths throughout as they navigate the shifting business of Hollywood.",/review/rw8836469/?ref_=tt_urv
28 December 2022,paul-allaer,3," Ambitious film torpedoed by weak and self-indulgent script
","As ""Babylon"" (2-22 release; 189 min) opens, we are in ""Bel Air, CA 1926"", and find ourselves at a massive and out-of-hand party, where sex and drugs are ""de rigueur"". Jack Conrad, a big movie star, becomes the center of the party upon his arrival. Also there is Nellie LaRoy, a beautiful and brash aspiring actress. Also there is Manuel Torres, who hopes to find a job in the movie industry. At this point we are 10 minutes into the film.",/review/rw8836469/?ref_=tt_urv
23 December 2022,ferguson-6,7," Margot is all in!
","Greetings again from the darkness. It's 1926 and a movie mogul is planning yet another massive debauchery-filled industry party at his palace of a home in still-developing Bel-Air, California. Lest we have any doubt that this party is over-the-top, we are forced to witness the handlers of the main attraction - a circus elephant - get sprayed from the wrong end as they push the colossal beast up the hill. Once the party starts, things get even crazier. Orgies, drugs, nudity, wild dancing, and a golden shower and drug overdose in the room of a Fatty Arbuckle type ... yes, this opening party sequence lasts 20-30 minutes, and occurs before the opening credits. The only touch of class is the old school Paramount logo.",/review/rw8836469/?ref_=tt_urv
26 December 2022,bastille-852-731547,4," An indulgent mess with surprisingly little to say
","Given that ""Whiplash"" and ""La La Land"" were outstanding films, it seemed reasonable to hope-and expect-that director Damien Chazelle's new film would deliver. It seemed to be a unique spectacle of excess and debauchery in 1920s Hollywood that would combine flashiness with, hopefully and given Chazelle's previous track record, a compelling story and profound character development. Tragically, however, ""Babylon"" is a bloated misfire that ends up being unique for all the wrong reasons.",/review/rw8836469/?ref_=tt_urv
26 December 2022,SaidNDone,7," Decadence
","Babylon is a long, messy, repulsive, and magnetic spectacle. Unfortunately despite the great performances and set pieces it doesn't live up to Chazelle's previous work.",/review/rw8836469/?ref_=tt_urv
