Review_Date,Author,Rating,Review_Title,Review,Review_Url
10 January 2017,A_Different_Drummer,8," one of the best of the Hollywood re-imaginings...
","Lets be frank. If you had a dime for every time Hollywood took something dusty and old, and tried to turn it into something shiny and new, you could retire.",/review/rw2609835/?ref_=tt_urv
10 May 2012,billygoat1071,6," Empty Darkness
","Tim Burton is probably one of the best choices to direct a Dark Shadows movie. He's always good at making Dark, Gothic films and everyone's expecting it to be something like Sweeney Todd and Sleepy Hollow. Instead, it has a hybrid of Corpse Bride and Beetlejuice. It begins with decent gloominess but the rest is scattered with groovy soundtrack and colorful images. But that may not be the problem. It's actually pretty good at recapturing the 70's. The main problem is the plot development. It's fun but also disappointing.",/review/rw2609835/?ref_=tt_urv
23 September 2012,FlashCallahan,8," Reveal yourself, tiny songstress!!
","Joshua and Naomi Collins, and son Barnabas, start a new life in America. But even an ocean was not enough to escape the mysterious curse that has plagued their family. ",/review/rw2609835/?ref_=tt_urv
31 August 2013,SnoopyStyle,6," looks really good, but just not fun
","Barnabas (Johnny Depp) is a successful man in 1770s town of Collinsport, Maine. He makes the mistake of breaking the heart of a powerful witch Angelique Bouchard (Eva Green). She in turn dooms him into a vampire, and then buries him alive. Two centuries later, Barnabas is accidentally released into the world of 1972. His Collinwood Manor has fallen into disrepair. The dysfunctional remnants of the Collins family have fared little better.",/review/rw2609835/?ref_=tt_urv
23 February 2020,MR-ODIN,," Love theme, story, but execution falls flat
","Dark Shadows offers stunning visuals, a delightfully dark atmosphere, quirky humor, and a talented cast in spite of an inconsistent story and a lack of narrative focus",/review/rw2609835/?ref_=tt_urv
6 October 2012,claudio_carvalho,7," Family Is the Only Real Wealth
","In 1760, the Collins family moves from Liverpool to the Maine to expand the family empire and dedicate to fishing business. One year later, they are successful and the city of Collinsport is raised in the place. Then, for fifteen years, Joshua and Naomi Collins build their Collinswood mansion. Their servant Angelique Bouchard (Eva Green) has an unrequited love for their son Barnabas (Johnny Depp) that actually loves Josette DuPres (Bella Heathcote). But Angelique is a powerful witch that curses Barnabas and his family, killing his parents, Josette and turning him into a vampire. Then she brings the locals that lock him in a coffin and bury him for the eternity.",/review/rw2609835/?ref_=tt_urv
29 October 2012,rannynm,10," Surpassed My Expectations
","The film Dark Shadows opened to an eagerly awaiting audience of both Tim Burton and Johnny Depp fans. Based on the ABC daytime show which aired during the late 1960s which generated a cult following, what was taken seriously in the late 60s / early 70s comes across as comedy today. The majority of the movie is set in 1972 and incorporates music from the Moody Blues (Nights in White Satin) with appearances by Karen Carpenter in a TV scene, a cameo appearance by Alice Cooper and appearances by four of the original Dark Shadows actors including Jonathan Frid who passed away shortly after filming. Rated PG-13 for comic horror violence, sexual content , drug use, language and smoking, one of our 14-year-old critics, Raven Devanney rated it 6 out of 5 stars for ages 13 and up. Here's her take: Dark Shadows Reviewed by Raven Devanney http://www.youtube.com/watch?v=c2NE6UPSLcM Dark Shadows is a hilarious movie about a man named Barnibus Collins, who is cursed by an evil witch when he refuses to give her his love. Turned into a vampire, Barnibus is locked away in a coffin for two centuries. Now, freed by unsuspecting construction workers, Barnibus finds that his home town of Collins Port has drastically changed. He must learn to fit into the 70s while protecting his family, restoring Collins Port to its former glory and riding himself of the evil witch, Angelique, who cursed him to be a creature forced to hide in dark shadows. I absolutely loved this movie. Johnny Depp, who plays Barnibus Collins, did fantastic! Johnny is one of my all time favorite actors and when he teams up with director Tim Burton, you know it's a film worth seeing. The cinematography was great because of the gloominess that you will often find in Tim Burton's films, but they found a flawless way to thrown in the bright colors of the 70's. The special effects were great too, especially in the end when Angelique's skin started to crack; she really looked as if she was made out of porcelain. Something that did bother me about the visuals was that the blood in the film looked way to fake considering that it is a vampire movie. My favorite character would have to be that daughter of the Collins family played by Chloe Moretz. One; she is my favorite young actress, two; she played a moody, mellow dramatic, angsty teenager perfectly. The acting in this film was priceless because there was a lot of over- acting, but not in a cheesy way, it was done very purposefully and it gave a wonderful comedic feel to dramatic situations. I suggest this film for ages 13 and up because of sexual situations, mild drug use and language. I would give this film 6 out of 5 stars because it far surpassed my expectations!",/review/rw2609835/?ref_=tt_urv
16 May 2012,Pumpkin_Man,10," Finally, a Fun Vampire Movie!!!
","I saw this movie with my friend a few hours ago, and we had a blast. It was a hilarious good time. I watched a few of the original episodes to psych myself up and to understand the storyline, but I couldn't get into it. Soap operas aren't my thing. After seeing the movie, it makes me wanna try and watch them. I love how this was mostly a comedy, and a tribute to the series, rather then a boring melodramatic soap opera. Johnny Depp was great as Barnabas Collins, the vampire of Collinwood Manor. I love how it had a classic 'fish-out-of-water' story. It was like taking Bela Lugosi's Dracula and putting him in the 70's hippie age. This is definitely a Tim Burton film because everyone wears pale Marilyn Manson-type makeup, and it has Helena Bonham Carter, along with Danny Elfman music. Chloe Moretz gives a great performance as Carolyn Stoddard. She's the rebellious teenager we've seen in all of Burton's other films like Ryder in Beetlejuice. ",/review/rw2609835/?ref_=tt_urv
13 August 2018,nogodnomasters,6," NEEDED A WRITER
","They assembled an all-star cast for this film. They included ""dark"" favorites such as Alice Cooper and Christopher Lee. Character actors like Depp and Helena Bonham Carter. Toss in Chloë Grace Moretz, Michelle Pfeiffer, Eva Green and a great soundtrack and you would think you would have a great film, right? They forgot to hire a writer.",/review/rw2609835/?ref_=tt_urv
3 June 2012,fredericksmith1952,10," Formula for a great movie? Tim Burton+Johnny Depp+Helena Bonham Carter+Michelle Pfeiffer = Terrific movie.
","Now, I grant you, I was not an avid viewer of the adventures of Barnabas Collins in the 60's, although apparently every girl in my high school was. But I doubt that melodramatic soap had much relation to the film I saw, other than the names of the characters and the ever present scene of the waves crashing upon rocks on the New England shoreline. ",/review/rw2609835/?ref_=tt_urv
