Review_Date,Author,Rating,Review_Title,Review,Review_Url
17 September 2019,braquecubism,9," reading some of the 1 star reviews
","Comedy is very personal. I think it's harder than drama- as to tastes- I think something is over sweet or too salty and it's some one else's favorite food. Often, I can't get a single laugh from some comics others think are funny.
I can't say all the skits are even; some better. Is it ha ha funny, not always. But I found it entertaining and original. and I like a different voice. they break through sexual and social stereotypes by displaying them. Carrie as a man and Fred as a woman pull it off, not by their physical, but by the spirit and mimic of the essence.",/review/rw2890557/?ref_=tt_urv
27 September 2012,lee_eisenberg,8," from the eyes of a native
","""Portlandia"" is a parody of/homage to the City of Roses, depicting scenarios that look like typical Portland occurrences. ""Saturday Night Live"" cast member Fred Armisen and singer Carrie Brownstein play various characters that truly represent the city, with occasional guest stars. This is not a sitcom in the common sense. It's filmed on location, and the humor is sort of like the kind in Christopher Guest's movies. ""Portlandia"" isn't a masterpiece of a show, but it's a very fun look at my hometown. I can affirm that it's a pretty accurate portrayal. And a very funny one. This show probably won't be for everyone, but if you like quirky stuff then you'll probably enjoy it.",/review/rw2890557/?ref_=tt_urv
13 February 2011,jjnoahjames,9," Portlandia defines a generation. Let me rephrase.
","Portlandia is a sketch comedy show that contains two main characters played by Fred Armisen of SNL fame and Carrie Brownstein of popular band Sleater Kinney. These two come up with rad skits in which they play Hippy Vegans, Cult members, Cos Play characters, and Yuppies just to name a few. Every episode contains famous actors, which add to the fun!!",/review/rw2890557/?ref_=tt_urv
28 February 2011,salvodaze,10," Above the standards for a sketch show
","Sketch shows are generally not my thing since they tend to follow a tradition of being campy. Portlandia, on the other hand, is damn straight (and most importantly consistently) funny. I mean where else could I look to see a smart parody of a radical feminist lesbian played by a feminist lesbian? Or catch a glimpse of Kaia Wilson as a cafe customer during a sketch? I realize that these are partially (OK so the latter, completely) personal reasons to enjoy the show only more. However I think that anyone who enjoys absurd comedy with some social criticism would really appreciate the show.",/review/rw2890557/?ref_=tt_urv
9 September 2012,dunks58,10," ""Just one more episode ...""
","If you like sketch comedy but have not yet discovered this series, take my advice - see this show. 'Portlandia' is, for me at least, the best American sketch comedy series I've seen since 'Upright Citizens Brigade'.",/review/rw2890557/?ref_=tt_urv
30 August 2017,cherold,8," Amazing at its best, although it's become more hit and miss over the years
","Portlandia is a wonderful mockery of a sort of the silliness of the modern age, poking fun at obsessions with food and authenticity and playing with concepts of gender. ",/review/rw2890557/?ref_=tt_urv
1 January 2012,qormi,6," First season: 10 stars...Second season - 2 stars
","This show completely cracks me up. The strange characters portrayed by these talented people are too funny. The subtle humor and lack of a laugh track is something that is lacking on television. The mayor is a total pretentious jerk that probably reminds a lot of us of our bosses. The bizarre humor in the show is completely original and unrelenting. I hate it when they have back-to-back episodes on Saturday mornings because I can't get out of bed - can't turn it off. The bookstore women, the cult, the dumpster divers, the gender-reversed couple, the Portland ""Thinkers""....too funny. It's the best thing to hit television since ""Fernwood 2 Nite"", circa 1975. This just in...the second season sucked. I removed 4 stars.",/review/rw2890557/?ref_=tt_urv
16 April 2021,margiehalls,10," god I love this show
","I think the funniest sketch of all time is the pretentious thrift store one, and that alone gives this show a 10. Brownstein and Armisen are the best comic duo in recent memory - there unique brand of irreverent humor is so smart and can be so delightfully crass at the same time. Also the running format of the show is so brilliant. Want more of this!!",/review/rw2890557/?ref_=tt_urv
12 May 2021,Erik_Stone,9," Historic
","Spot on. It's like a documentary, because it predicts the future, like the rest of us already knew, and why we escaped years ago. It's nice to be able to laugh at dead-baby jokes and the holocaust . . . Thankfully, welcome to Portlandia, which is even more funny, because it's more realistic.",/review/rw2890557/?ref_=tt_urv
11 February 2017,grantss,8," Funny, clever and original comedy, though a bit hit-and-miss at times
","Written by and starring Carrie Brownstein, of Sleater-Kinney fame, and Fred Armisen, of Saturday Night Live fame, a sketch comedy show set in Portland, Oregon. ",/review/rw2890557/?ref_=tt_urv
