Review_Date,Author,Rating,Review_Title,Review,Review_Url
31 January 2021,RobTheWatcher,8," Hidden Gem
",This movie completely exceeded my expectations. The story was thoughtful and inspiring. These are the types of movies we need more of,/review/rw5093590/?ref_=tt_urv
27 August 2019,UniqueParticle,10," Perfect since I have ASD I know what its like to be different!
","Beyond heartwarming and funny; I absolutely loved everything about this movie! I'm thrilled that Shia Labouf is acting again, he was off the radar for awhile. Dakota Johnson is precious and Zack Gottsagen - I have only one complaint is the word retard even for someone like me with autism hurts my feelings. I smiled so much during the entire film, highly recommend to anyone!!",/review/rw5093590/?ref_=tt_urv
3 March 2021,Doublej20005,8," A Really Enjoyable Comedy
","A really charming adventure with well developed characters, good performances and a very strong emotional centre. All of the performances are really good, particularly from Zack Gottsagen and Shia LaBeouf, and their characters have enjoyable relationships that leads to a lot of natural humour coming from them. It's nice to see down syndrome representation in films without that big of a deal being made about it. I really like the visual feel of the film - the landscapes are great to look at and the colour palette matches the feel of the film perfectly. Most of my issues are smaller, such as some bad editing, but overall this is a fun and charming film that I would definitely recommend.",/review/rw5093590/?ref_=tt_urv
13 February 2020,nogodnomasters,8," You'rt not invited to my birthday party
","This is a heartwarming tale that centers around Zack (Zack Gottsagen) who has Downs Syndrome and is a ward of the state. He lives in a retirement community and desires to leave and become a professional wrestler. Saltwater Redneck (Thomas Haden Church) is his hero and has a school. With the help of Bruce Dern, Zack escapes and winds up traveling with Tyler (Shia LaBeouf) who is wanted for stealing crabs and setting a fire to crab traps. Meanwhile Dakota Johnson, who is not into anything kinky, is tasked with finding him.",/review/rw5093590/?ref_=tt_urv
21 April 2020,Xstal,8," Don't Let Anything Stop You...
","...or get in your way if you want it hard enough; no matter who or what you are - just go for it, you'll achieve nothing if you don't. Inspirational and heartfelt stuff to be found here in spades, and while those words get overused on far too many occasions they are more than appropriate in describing the courageous and endearing Zak Gottsagen who brings a spark of magic to proceedings. A true role model to all and one to be looked up to and admired in his own right.",/review/rw5093590/?ref_=tt_urv
7 September 2019,sweidman-28016,8," The Heartwarming Film We Need
",The Peanut Butter Falcon Review:,/review/rw5093590/?ref_=tt_urv
7 March 2021,Kirpianuscus,," useful old style story
","A pure old fashion story , eulogy of freedom and friendship, touching, sweet, nice, honest and adorable. And a beautiful proof of the art of Shia LaBeouf. Short, maybe, a high useful film for remind the deep taste of life in the time of preassures, fears and fake expectations. The axis of film - magnificent Zack Gottsagen.",/review/rw5093590/?ref_=tt_urv
6 September 2019,gigitville,9," Utterly Endearing
","I didn't have many expectations for this movie, the trailer mainly just made it seem like something original, which is always a plus nowadays. But this movie was heartwarming, funny, and certainly original. The chemistry between Shia LeBeouf, Dakota Johnson, and Zack Gottsagen felt very genuine and natural, not to mention likable.",/review/rw5093590/?ref_=tt_urv
13 January 2020,SnoopyStyle,8," endearing
","Zak (Zack Gottsagen) is 22 with Down syndrome. He has no family and the state has placed him in a retirement home under the care of Eleanor (Dakota Johnson). After two years locked up in the home, he tries to run away multiple times. With Carl (Bruce Dern)'s help, he finally manages to escape between the window bars. He's a stowaway on Tyler (Shia LaBeouf)'s boat. Tyler has no fishing licence and resorted to stealing crab pots from Duncan (John Hawkes). He's on the run and reluctantly takes on Zak who has a dream of attending a wrestling school run by minor wrestling celebrity Salt Water Redneck (Thomas Haden Church).",/review/rw5093590/?ref_=tt_urv
14 November 2019,truemythmedia,10," Simply Delightful
","The Peanut Butter Falcon is this year's feel good movie, and it might as well be this decades for all that matters. It's a perfect look at how we as a society treat people with mental disabilities, and how that needs to change, how even the most rugged battle hardened people like Tyler have the most common sense of the situation in front of him, he shows us that compassion can go a long way. And while he still has to pay for his sins, he's fully aware and ready for the confrontation. The talent here are all at the top of their games, especially newcomer Zack who is an absolute delight to watch, full of humor and emotion of which LaBeouf and Johnson meet on equal caliber. This film is perfect for family viewing at anytime, for anyone anywhere, don't miss this one.",/review/rw5093590/?ref_=tt_urv
7 August 2021,morrison-dylan-fan,8," The falcon's peanut.
","After a marathon viewing day watching the last magnificence shorts and feature films at the online Soho Horror Film Festival dedicated to titles by LGBT film makers,I was in the mood to end the night with a Comedy. Powering up Netflix UK,I stumbled on a Comedy that I've heard a lot of praise for,which led to me going on the road with the falcon.",/review/rw5093590/?ref_=tt_urv
20 November 2019,deloudelouvain,9," Heartwarming little gem.
","After briefly reading a synopsis I didn't really know what to expect from The Peanut Butter Falcon. I was wondering if this would be a movie that I could enjoy but I'm glad I gave it a shot as it's certainly one of the better movies I watched this year, and I watch a lot of movies. It's a simple but effective story, showing us that people with down syndrome can have dreams and a fullfilling life. The chemistry and complicity between Zack Gottsagen and Shia LaBeouf looks sincere and is what makes this movie an enjoyable and emotion rich movie. I laughed a lot whilst you would think there is not much to laugh about with a serious subject like down syndrome. Zack Gottsagen did an excellent job playing his character, he made my day. Good cinematography, an excellent cast, an easy but amusing story to follow. I will definitely recommend this movie to others and I'm sure I will watch it again in the future.",/review/rw5093590/?ref_=tt_urv
11 November 2019,aheevid,9," I'm a jerk and this movie made me cry
",Must watch. Shia is In full form for this one. Very touching story,/review/rw5093590/?ref_=tt_urv
